LotFrontage,LotArea,OverallQual,YearBuilt,YearRemodAdd,Street,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,3SsnPorch,ScreenPorch,PoolArea,PoolQC,MoSold,SaleCondition,LotShape,Neighborhood,SaleType,LotConfig,LandContour,SalePrice
34.0,4571,5,1916,1950,1,0.0,0,624,624,0,624,720,1344,0,1,0,4,7,0,1916.0,3,513,0,0,0,0,0,0.0,5,2,1,18,5,1,1,98000
70.04,53227,4,1954,1994,1,0.0,1116,248,1364,1,1663,0,1663,1,1,0,2,6,2,1954.0,2,529,224,137,0,0,0,0.0,3,1,2,5,1,6,4,256000
70.04,5100,8,1925,1996,1,0.0,0,588,588,1,833,833,1666,0,1,0,3,7,1,1925.0,1,228,192,63,0,0,0,0.0,6,1,1,18,1,1,1,161000
70.04,7015,5,1950,1950,1,161.0,185,524,709,1,979,224,1203,1,1,0,3,5,1,1950.0,1,352,0,0,0,0,0,0.0,7,1,2,4,1,2,2,110000
75.0,8004,8,2009,2009,1,110.0,544,288,832,1,832,1103,1935,1,2,1,3,8,0,2009.0,2,552,0,150,0,0,0,0.0,12,6,2,22,4,1,1,263435
60.0,7200,7,1936,2007,1,0.0,350,0,560,1,575,560,1135,1,1,0,3,6,0,1971.0,2,576,256,0,0,0,0,0.0,4,1,1,19,1,1,1,155000
60.0,8281,5,1965,1965,1,0.0,553,0,864,1,864,0,864,0,1,0,3,5,1,1965.0,1,360,0,0,0,0,0,0.0,12,1,2,20,1,1,1,62383
74.0,11988,6,1934,1995,1,0.0,326,389,715,1,849,811,1660,0,1,1,3,6,1,1939.0,1,240,0,0,0,0,0,0.0,8,1,2,7,1,1,3,188700
60.0,8430,5,1978,1978,1,136.0,616,424,1040,1,1040,0,1040,0,2,0,3,5,0,0.0,0,0,0,0,0,0,0,0.0,8,1,1,6,1,1,3,124000
70.04,3072,7,2004,2004,1,18.0,0,1375,1375,1,1414,0,1414,0,2,0,2,6,1,2004.0,2,398,144,20,0,0,0,0.0,5,1,1,1,1,1,1,178740
85.0,10628,7,1970,1970,1,0.0,778,499,1277,1,1277,0,1277,1,1,0,2,5,1,1970.0,2,526,0,0,0,176,0,0.0,4,1,1,13,1,1,1,167000
79.0,9480,5,1942,1995,1,224.0,386,342,728,1,888,756,1644,0,1,1,3,7,2,1942.0,1,312,168,0,0,0,0,0.0,6,1,1,13,1,1,1,146500
98.0,11428,8,2006,2006,1,248.0,0,1626,1626,1,1634,0,1634,0,2,0,3,7,1,2006.0,3,866,0,44,0,0,0,0.0,5,1,2,16,1,1,1,250000
76.0,9291,6,1993,1993,1,120.0,426,406,832,1,832,878,1710,0,2,1,3,7,0,1993.0,2,506,144,70,0,0,0,0.0,6,1,2,21,1,2,1,187000
70.04,6820,8,1985,1985,1,0.0,368,0,1488,1,1502,0,1502,1,1,1,1,4,0,1985.0,2,528,0,54,0,140,0,0.0,6,1,2,23,1,2,1,212000
92.0,11952,7,1977,1977,1,0.0,0,808,808,1,1161,808,1969,0,2,1,3,8,1,1977.0,2,534,0,0,0,276,0,0.0,11,1,1,17,1,1,1,190000
35.0,3675,6,2005,2005,1,80.0,459,88,547,1,1072,0,1072,1,1,0,2,5,0,2005.0,2,525,0,28,0,0,0,0.0,6,1,1,8,1,1,1,148000
110.0,14977,8,2006,2007,1,304.0,1350,626,1976,1,1976,0,1976,1,2,0,2,7,1,2006.0,3,908,250,63,0,0,0,0.0,7,6,2,16,4,1,1,440000
41.0,5330,8,2000,2000,1,0.0,1196,298,1494,1,1652,0,1652,1,2,0,2,6,0,2000.0,2,499,96,48,0,0,0,0.0,8,1,1,23,1,1,1,251000
80.0,8480,5,1963,1963,1,0.0,630,340,970,1,970,0,970,1,1,0,2,5,0,1996.0,2,624,0,24,0,192,0,0.0,7,1,1,20,1,2,1,132500
75.0,13125,6,1997,1998,1,215.0,994,484,1478,1,1493,0,1493,1,2,0,3,7,1,1997.0,2,508,140,39,0,0,0,0.0,4,1,1,6,1,1,1,208900
105.0,13693,9,2006,2006,1,772.0,0,2153,2153,1,2069,574,2643,0,2,1,3,9,1,2006.0,3,694,414,84,0,0,0,0.0,3,1,1,16,1,1,1,380000
79.0,10637,8,2007,2008,1,336.0,1288,417,1705,1,1718,0,1718,1,2,0,3,7,1,2007.0,3,826,208,44,0,0,0,0.0,9,1,1,6,1,1,1,297000
50.0,5925,4,1937,2000,1,435.0,168,739,907,1,1131,0,1131,0,1,0,2,7,0,1995.0,2,672,0,72,0,0,0,0.0,3,4,1,18,1,1,2,89471
98.0,16033,9,2004,2005,1,378.0,1261,572,1833,1,1850,0,1850,1,2,0,3,8,1,2004.0,3,772,519,112,0,0,0,0.0,3,1,2,16,1,4,1,326000
72.0,11846,9,2003,2004,1,562.0,1567,225,1792,1,1792,0,1792,1,2,0,2,6,1,2003.0,3,874,206,49,0,0,0,0.0,8,1,2,16,1,1,3,374000
50.0,2500,7,1915,2005,1,0.0,299,611,910,1,916,910,1826,1,1,1,4,7,1,1915.0,1,164,0,0,0,0,0,0.0,6,1,1,18,1,2,1,155000
32.0,4500,6,1998,1998,1,116.0,897,319,1216,1,1216,0,1216,1,2,0,2,5,0,1998.0,2,402,0,125,0,0,0,0.0,5,1,1,12,1,4,1,164000
70.04,7758,5,1962,2001,1,0.0,588,411,999,1,999,0,999,1,1,0,3,6,0,1963.0,1,264,0,132,0,0,0,0.0,3,1,2,20,1,2,1,132500
80.0,9600,5,1950,2007,1,0.0,607,506,1113,1,1113,0,1113,0,1,0,3,5,1,1950.0,1,264,0,80,0,0,0,0.0,7,1,1,13,1,1,1,147000
79.0,10289,5,1965,1965,1,168.0,836,237,1073,1,1073,0,1073,1,1,1,3,6,0,1965.0,2,515,0,0,0,0,0,0.0,6,1,1,13,1,1,1,156000
70.0,12243,5,1971,1971,1,0.0,998,486,1484,1,1484,0,1484,0,2,0,3,7,1,1971.0,2,487,224,0,0,180,0,0.0,2,1,2,17,1,1,1,175000
60.0,10800,5,1900,1970,1,0.0,664,290,954,0,1766,648,2414,0,2,0,3,10,1,1970.0,2,520,142,0,0,0,0,0.0,5,1,1,18,9,2,1,160000
21.0,1526,4,1970,2002,1,0.0,515,115,630,1,630,0,630,1,1,0,1,3,0,1970.0,1,286,0,0,0,0,0,0.0,5,1,1,11,1,1,1,86000
70.04,2665,5,1976,1976,1,0.0,0,264,264,1,616,688,1304,0,1,1,3,4,1,1976.0,1,336,141,24,0,0,0,0.0,6,1,1,11,1,1,1,115000
79.0,9490,6,1941,1950,1,0.0,403,238,806,1,958,620,1578,1,1,0,3,5,2,1941.0,1,240,0,0,0,0,0,0.0,8,1,1,13,1,1,1,133000
105.0,15578,6,2006,2006,1,0.0,0,728,728,1,728,728,1456,0,2,1,3,8,0,2006.0,2,429,0,0,0,0,0,0.0,5,6,2,9,4,2,1,172785
70.0,7931,5,1960,1960,1,0.0,374,363,1269,1,1269,0,1269,0,1,1,3,6,1,1964.0,1,308,0,0,0,0,0,0.0,6,1,1,13,1,1,1,155000
50.0,5784,5,1938,1996,1,0.0,0,190,190,1,886,0,886,0,1,0,2,4,0,1938.0,1,273,144,20,0,0,0,0.0,12,1,1,18,1,1,1,91300
60.0,7879,4,1920,1950,1,0.0,495,225,720,0,720,0,720,0,1,0,2,4,0,0.0,0,0,0,523,0,0,0,0.0,11,2,1,10,1,1,1,34900
70.04,12692,8,1992,1993,1,0.0,1231,1969,3200,1,3228,0,3228,1,3,0,4,10,1,1992.0,2,546,264,75,0,0,0,0.0,5,1,2,14,1,1,1,430000
60.0,9120,7,1925,1950,1,0.0,329,697,1026,1,1133,687,1820,1,2,0,4,8,0,1925.0,1,240,0,100,0,0,0,0.0,6,1,1,4,1,1,1,184000
65.0,7800,5,1967,2004,1,89.0,450,414,864,1,899,0,899,0,1,0,3,5,0,1967.0,1,288,64,0,0,0,0,0.0,6,1,1,20,1,1,1,130000
70.0,7535,5,1958,1985,1,0.0,111,522,912,1,912,0,912,0,1,0,2,5,0,1958.0,1,297,12,285,0,0,0,0.0,6,1,2,13,1,1,1,120000
21.0,1890,6,1973,1973,1,285.0,356,316,672,1,672,546,1218,0,1,1,3,7,0,1973.0,1,264,144,28,0,0,0,0.0,5,1,1,3,1,1,1,113000
75.0,9803,7,2005,2005,1,0.0,400,466,866,1,866,902,1768,0,2,1,3,7,0,2005.0,2,603,0,108,0,0,0,0.0,2,1,1,22,1,1,1,226700
70.0,9170,5,1965,1965,1,0.0,698,420,1214,1,1214,0,1214,1,1,0,2,6,0,1965.0,2,461,0,0,0,0,0,0.0,4,1,1,8,1,2,1,140000
100.0,15602,7,1959,1997,1,0.0,1247,254,1501,1,1801,0,1801,1,2,0,1,6,2,1959.0,2,484,0,54,0,161,0,0.0,3,1,2,7,1,1,1,289000
24.0,2308,6,1974,1974,1,0.0,257,103,855,1,855,467,1322,0,2,1,3,6,1,1974.0,2,440,260,0,0,0,0,0.0,6,1,1,15,1,1,1,147000
60.0,7596,5,1952,1952,1,360.0,0,960,960,1,960,1000,1960,0,2,0,4,10,0,1952.0,2,400,0,0,0,0,0,0.0,7,1,1,18,5,1,1,124500
80.0,9554,8,1993,1994,1,125.0,380,397,777,1,1065,846,1911,0,2,1,3,8,1,1993.0,2,471,182,81,0,0,0,0.0,9,1,2,21,1,1,1,215000
75.0,7862,6,2009,2009,1,0.0,27,1191,1218,1,1218,0,1218,0,2,0,2,4,0,2009.0,2,676,0,102,0,0,0,0.0,9,6,2,22,4,1,1,208300
60.0,9600,7,1928,2005,1,0.0,141,548,689,1,689,689,1378,0,2,0,3,7,1,1928.0,2,360,0,0,0,0,0,0.0,10,1,1,18,1,1,1,161000
80.0,9600,5,1959,1959,1,132.0,991,50,1041,1,1041,0,1041,1,1,0,3,6,0,1959.0,1,270,224,88,0,0,0,0.0,7,1,1,13,1,2,1,124500
75.0,14559,5,1951,2000,1,70.0,650,178,1008,1,1363,0,1363,1,1,0,2,6,2,1951.0,1,288,324,42,0,168,0,0.0,6,1,1,13,1,1,1,164900
40.0,6792,7,2005,2006,1,94.0,0,1368,1368,1,1368,0,1368,0,2,0,2,6,1,2005.0,2,474,132,35,0,0,0,0.0,3,6,2,16,4,1,1,202665
70.0,9100,5,1958,1958,1,0.0,521,169,864,1,864,0,864,1,1,0,3,5,0,1964.0,2,624,0,0,0,0,0,0.0,7,1,1,13,1,2,1,129900
71.0,9187,6,1983,1983,1,0.0,336,748,1084,1,1080,0,1080,0,1,1,3,5,0,1983.0,2,484,120,0,0,0,0,0.0,6,1,1,12,1,2,2,134000
55.0,10594,5,1926,1950,1,0.0,0,768,768,0,789,0,789,0,1,0,2,5,0,1926.0,1,200,0,0,0,0,0,0.0,6,1,1,7,1,1,1,96500
94.0,12220,10,2009,2009,1,305.0,1436,570,2006,1,2020,0,2020,1,2,1,3,9,1,2009.0,3,900,156,54,0,0,0,0.0,9,6,1,16,4,1,1,402861
70.04,10448,6,1972,1972,1,333.0,0,689,689,1,1378,741,2119,0,2,1,3,7,1,1972.0,2,583,0,104,0,0,0,0.0,8,2,2,17,5,2,1,158000
79.0,10208,7,1996,1997,1,921.0,0,1264,1264,1,1277,1067,2344,0,2,1,3,7,1,1996.0,3,889,220,0,0,0,0,0.0,7,1,2,14,1,1,1,265000
70.04,9531,6,1998,1998,1,0.0,706,88,794,1,882,914,1796,1,2,1,3,7,0,1998.0,2,546,0,36,0,0,0,0.0,5,1,2,6,1,6,1,211000
53.0,10918,7,1926,2004,1,0.0,0,1276,1276,1,1276,804,2080,0,1,1,3,9,2,1926.0,1,282,0,0,0,145,0,0.0,6,1,1,7,1,1,1,234000
60.0,10800,4,1900,2000,1,0.0,0,0,0,0,694,600,1294,0,2,0,3,7,0,0.0,0,0,220,114,0,0,0,0.0,8,1,1,18,1,1,1,106250
90.0,11988,6,1957,1957,1,0.0,777,467,1244,1,1244,0,1244,0,1,1,3,6,2,1957.0,1,336,0,40,0,0,0,0.0,5,1,2,13,1,2,1,150000
50.0,5000,6,1947,1950,1,0.0,399,605,1004,1,1004,660,1664,0,2,0,3,7,2,1950.0,2,420,0,24,0,0,0,0.0,10,1,1,4,1,2,1,159000
130.0,40094,10,2007,2008,1,762.0,2260,878,3138,1,3138,1538,4676,1,3,1,3,11,1,2007.0,3,884,208,406,0,0,0,0.0,10,6,2,8,4,1,2,184750
95.0,11787,7,1996,1997,1,594.0,719,660,1379,1,1383,1015,2398,1,2,1,3,8,1,1996.0,3,834,239,60,0,0,0,0.0,8,1,2,14,1,1,1,315750
62.0,7500,7,2005,2005,1,0.0,0,1257,1257,1,1266,0,1266,0,2,0,3,6,1,2005.0,2,453,38,144,0,0,0,0.0,4,1,1,22,1,1,1,176000
70.0,13300,5,1956,2000,1,0.0,377,551,928,1,928,0,928,0,1,0,2,4,0,1956.0,1,252,261,0,0,0,0,0.0,6,1,1,13,1,1,1,132000
67.0,14948,9,2008,2008,1,268.0,1330,122,1452,1,1476,1237,2713,1,2,1,3,11,1,2008.0,3,858,126,66,0,0,0,0.0,11,6,2,16,4,1,1,446261
58.0,9098,4,1920,2002,1,0.0,348,180,528,1,605,0,605,1,1,0,2,5,0,0.0,0,0,0,0,0,0,0,0.0,7,1,2,8,1,1,1,86000
70.04,32668,6,1957,1975,1,0.0,1219,816,2035,1,2515,0,2515,1,3,0,4,9,2,1975.0,2,484,0,0,0,0,0,0.0,3,4,2,7,1,6,1,200624
85.0,10200,6,1988,1989,1,219.0,783,678,1461,1,1509,0,1509,1,2,0,3,5,1,1988.0,2,600,224,0,0,0,0,0.0,8,2,1,24,1,1,1,175000
60.0,6155,6,1920,1999,1,0.0,0,611,611,1,751,611,1362,0,2,0,3,6,0,1920.0,2,502,0,0,0,0,0,0.0,6,1,2,4,1,5,1,128000
60.0,7200,5,1955,2007,1,0.0,0,0,0,1,827,0,827,0,1,0,2,5,1,1967.0,1,392,0,0,0,0,0,0.0,4,1,1,13,1,1,1,107500
50.0,5000,1,1946,1950,1,0.0,0,0,0,0,334,0,334,0,1,0,1,2,0,0.0,0,0,0,0,0,0,0,0.0,1,1,1,4,1,1,4,39300
74.0,9056,8,2004,2004,1,0.0,0,707,707,1,707,707,1414,0,2,1,3,6,1,2004.0,2,403,100,35,0,0,0,0.0,10,1,2,9,1,1,1,178000
70.0,7000,5,1910,1991,1,0.0,969,148,1117,1,820,527,1347,1,1,0,3,5,0,0.0,0,0,85,0,0,0,0,0.0,1,1,1,8,1,1,1,107500
57.0,8924,7,1998,1999,1,0.0,0,880,880,1,880,844,1724,0,2,1,3,8,0,1998.0,2,527,120,155,0,0,0,0.0,7,1,2,6,1,6,1,188000
70.04,12735,4,1972,1972,1,0.0,600,264,864,1,864,0,864,0,1,0,3,5,0,1980.0,2,576,216,0,0,0,0,0.0,4,1,2,13,5,4,1,111250
70.04,11553,5,1968,1968,1,188.0,673,378,1051,1,1159,0,1159,0,1,1,3,7,1,1968.0,1,336,466,0,0,0,0,0.0,7,1,2,20,1,1,1,158000
70.04,11423,8,2001,2002,1,479.0,1358,223,1581,1,1601,0,1601,1,2,0,3,6,1,2001.0,2,670,180,0,0,0,0,0.0,5,1,1,6,1,1,1,272000
85.0,14601,9,2006,2006,1,584.0,1260,578,1838,1,1838,0,1838,1,2,0,2,8,1,2006.0,3,765,270,68,0,0,0,0.0,3,1,1,24,1,1,1,315000
70.04,11000,8,2000,2000,1,72.0,0,969,969,1,997,1288,2285,0,2,1,4,8,1,2000.0,3,648,0,56,0,0,0,0.0,6,1,1,14,1,4,1,248000
78.0,10140,7,1998,1999,1,0.0,144,379,1650,1,1680,0,1680,1,2,0,3,7,1,1998.0,2,583,78,73,0,0,0,0.0,6,1,1,17,1,1,1,213250
34.0,4058,7,1998,1998,1,182.0,584,0,723,1,767,0,767,1,1,0,1,4,0,1998.0,1,367,120,40,0,0,0,0.0,6,1,1,13,1,1,1,133000
58.0,17104,7,2006,2006,1,0.0,554,100,654,1,664,832,1496,1,2,1,3,7,1,2006.0,2,426,100,24,0,0,0,0.0,9,6,2,9,4,1,1,179665
70.04,13837,7,1988,1988,1,178.0,1002,0,1204,1,1377,806,2183,0,2,1,4,9,0,1988.0,3,786,0,0,0,0,0,0.0,2,1,2,17,1,2,1,229000
70.0,8737,6,1923,1950,1,0.0,300,765,1065,1,915,720,1635,0,1,1,3,6,1,1950.0,2,440,0,38,144,0,0,0.0,5,1,2,4,1,1,2,210000
54.0,7244,5,1970,1970,1,0.0,619,149,768,1,768,0,768,1,1,0,2,5,0,1987.0,2,624,104,0,0,0,0,0.0,4,1,1,12,1,1,1,129500
49.0,8235,5,1955,1995,1,0.0,180,0,825,1,825,0,825,1,1,0,2,4,0,1963.0,2,720,140,50,0,0,0,0.0,6,1,2,18,1,1,3,125000
75.0,9375,7,2003,2004,1,0.0,0,912,912,1,912,1182,2094,0,2,1,4,8,1,2003.0,2,615,182,182,0,0,0,0.0,11,1,1,22,1,1,1,263000
53.0,4043,6,1977,1977,1,0.0,559,510,1069,1,1069,0,1069,0,2,0,2,4,0,1977.0,2,440,0,55,0,200,0,0.0,10,2,1,15,5,1,1,140000
50.0,6000,5,1957,1957,1,0.0,308,620,928,1,928,0,928,0,1,0,3,5,0,1957.0,1,288,0,0,0,0,0,0.0,6,1,1,18,1,1,1,112500
87.0,11146,8,2006,2006,1,250.0,0,1709,1709,1,1717,0,1717,0,2,0,3,7,1,2006.0,3,908,169,39,0,0,0,0.0,7,1,2,16,1,1,1,255500
67.0,8777,4,1949,2003,1,0.0,0,0,0,1,1126,0,1126,0,2,0,2,5,0,2002.0,2,520,0,96,0,0,0,0.0,5,1,1,8,1,1,1,108000
85.0,10625,7,2003,2004,1,292.0,866,132,998,1,1006,1040,2046,1,2,1,3,8,1,2003.0,3,871,320,62,0,0,0,0.0,8,1,1,16,1,1,1,284000
58.0,6380,5,1922,1950,1,0.0,0,993,993,1,1048,0,1048,0,1,0,2,5,1,1922.0,1,280,0,0,0,0,0,0.0,8,1,1,4,1,1,1,113000
69.0,14850,5,1957,1957,1,0.0,895,197,1092,1,1092,0,1092,1,1,0,2,6,1,1957.0,1,299,268,0,0,122,0,0.0,5,1,2,13,1,1,1,141000
60.0,11040,4,1920,1950,1,0.0,637,0,637,1,897,439,1336,0,1,1,3,7,0,1994.0,1,570,0,47,0,0,0,0.0,9,1,1,10,5,1,4,108000
57.0,21872,7,1996,1997,1,0.0,604,125,729,1,729,717,1446,0,2,1,3,6,1,1996.0,2,406,264,22,0,0,0,0.0,8,1,3,9,1,4,3,175000
70.04,3196,7,2003,2004,1,18.0,0,1374,1374,1,1557,0,1557,0,2,0,2,7,1,2003.0,2,420,143,20,0,0,0,0.0,10,1,1,1,1,1,1,234000
70.04,11341,5,1957,1996,1,180.0,1302,90,1392,1,1392,0,1392,1,1,1,3,5,1,1957.0,2,528,0,0,0,95,0,0.0,5,1,2,20,1,1,1,121500
77.0,10010,5,1974,1975,1,0.0,1071,195,1389,1,1389,0,1389,1,1,0,2,6,1,1975.0,2,418,240,38,0,0,0,0.0,4,1,1,12,1,1,1,170000
63.0,13907,5,1940,1969,1,0.0,290,706,996,1,996,0,996,1,1,0,3,6,1,0.0,0,0,144,0,0,0,0,0.0,7,1,1,8,1,1,1,108000
66.0,21780,6,1918,1950,1,0.0,0,1163,1163,1,1163,511,1674,0,2,0,4,8,1,1955.0,2,396,72,36,0,144,0,0.0,7,1,1,8,1,1,1,185000
70.04,13346,7,1992,2000,1,0.0,728,367,1095,1,1166,1129,2295,1,2,1,4,9,1,1992.0,2,590,0,40,0,0,0,0.0,7,1,2,14,1,6,1,268000
66.0,6858,6,1915,1950,1,0.0,0,806,806,0,841,806,1647,1,1,1,4,6,0,1920.0,1,216,0,66,0,0,0,0.0,5,1,1,19,1,2,2,128000
77.0,11198,9,2005,2007,1,245.0,0,1122,1122,1,1134,1370,2504,0,2,1,4,11,1,2005.0,3,656,144,39,0,0,0,0.0,6,1,2,23,1,1,1,325000
70.0,10171,7,2004,2004,1,168.0,2,1515,1517,1,1535,0,1535,0,2,0,3,7,0,2004.0,2,532,0,0,0,0,0,0.0,3,1,2,16,1,1,1,214000
79.0,12327,8,1983,2009,1,0.0,1441,55,1496,1,1496,636,2132,1,1,1,1,5,1,1983.0,2,612,349,40,0,0,0,0.0,9,1,2,21,1,1,4,316600
70.04,7032,5,1979,1979,1,0.0,943,0,943,1,943,0,943,1,1,0,2,4,2,1979.0,2,600,42,0,0,0,0,0.0,12,1,2,13,1,2,1,135960
74.0,13101,5,1965,1965,1,108.0,231,1497,1728,1,1728,0,1728,0,2,0,6,10,0,1987.0,2,576,0,0,0,0,0,0.0,11,1,2,13,1,1,1,142600
60.0,7332,6,1959,1959,1,207.0,414,450,864,1,864,0,864,1,1,0,2,4,0,1959.0,1,288,168,0,0,0,0,0.0,10,2,1,13,1,1,1,120000
83.0,13159,7,2009,2009,1,0.0,0,846,846,1,846,846,1692,0,2,1,3,6,0,2009.0,2,650,208,114,0,0,0,0.0,7,6,2,24,4,2,3,224500
76.0,9967,7,2000,2000,1,0.0,0,384,384,1,774,656,1430,0,2,1,3,8,1,2000.0,2,400,100,0,0,0,0,0.0,12,1,2,9,1,1,1,170000
70.0,10500,5,1971,2005,1,82.0,349,23,372,1,576,533,1109,0,1,0,3,5,0,1971.0,1,288,35,0,0,0,0,0.0,12,1,1,13,1,4,1,139000
80.0,8480,5,1947,1950,1,0.0,442,390,832,1,832,384,1216,0,1,0,2,6,0,1947.0,1,336,158,0,0,0,0,0.0,10,2,1,13,5,1,1,118500
52.0,6292,7,1928,1950,1,0.0,0,861,861,1,877,600,1477,0,2,0,3,6,1,1928.0,1,216,0,50,0,0,0,0.0,8,1,1,19,1,1,1,145000
96.0,11777,5,1966,1966,1,97.0,328,285,1164,1,1320,0,1320,1,1,0,3,6,2,1966.0,2,564,160,68,0,0,0,0.0,5,2,2,20,1,1,1,164500
34.0,3604,7,2007,2007,1,0.0,0,689,689,1,703,689,1392,0,2,0,2,5,0,2007.0,2,540,0,102,0,0,0,0.0,2,2,1,22,1,2,1,146000
81.0,12150,5,1954,1954,1,335.0,0,1050,1050,0,1050,745,1795,0,2,0,4,7,0,1954.0,1,352,0,0,0,0,0,0.0,11,1,1,18,1,1,1,131500
70.04,14585,6,1960,1987,1,85.0,594,331,1144,1,1429,0,1429,0,1,0,3,7,2,1960.0,2,572,216,110,0,0,0,0.0,6,1,2,13,1,6,1,181900
98.0,12704,8,2008,2009,1,306.0,0,2042,2042,1,2042,0,2042,0,2,1,3,8,1,2009.0,3,1390,0,90,0,0,0,0.0,8,6,1,16,4,1,1,253293
81.0,11841,6,1990,1990,0,104.0,816,0,816,1,816,0,816,1,1,0,3,5,0,0.0,0,0,0,32,0,0,0,0.0,5,1,1,8,1,1,1,118500
75.0,13500,10,1893,2000,1,0.0,0,1237,1237,1,1521,1254,2775,0,3,1,3,9,1,1988.0,2,880,105,502,0,0,0,0.0,7,1,1,18,1,1,1,325000
51.0,6120,4,1935,1995,1,0.0,0,884,884,1,989,584,1573,0,1,0,3,6,0,1935.0,1,240,0,0,0,120,0,0.0,7,1,1,4,1,1,1,133000
88.0,11443,8,2005,2006,1,208.0,1460,408,1868,1,2028,0,2028,1,2,0,2,7,2,2005.0,3,880,326,66,0,0,0,0.0,3,6,1,24,4,1,1,369900
55.0,10267,6,1918,2000,1,0.0,210,0,816,1,838,0,838,1,1,0,2,5,0,1961.0,1,275,0,0,0,0,0,0.0,5,1,1,4,1,1,1,130000
74.0,8740,5,1982,1982,1,0.0,672,168,840,1,860,0,860,1,1,0,2,4,0,1996.0,2,528,0,0,0,0,0,0.0,7,1,2,20,1,1,1,137000
65.0,25095,5,1968,2003,1,0.0,1324,113,1437,1,1473,0,1473,2,1,0,1,5,2,1968.0,1,452,0,48,0,60,0,0.0,6,6,2,5,1,1,4,143000
50.0,9100,5,1930,1960,1,0.0,0,742,742,1,779,0,935,0,1,0,2,4,0,1988.0,1,308,0,0,0,0,0,0.0,8,1,1,4,1,1,1,79500
64.0,8320,7,2004,2004,1,0.0,490,280,770,1,770,812,1582,0,2,1,3,6,0,2004.0,2,520,0,45,0,0,0,0.0,9,1,1,6,1,1,1,185900
97.0,13478,10,2008,2008,1,420.0,1338,384,1722,1,1728,568,2296,1,2,1,3,10,1,2008.0,3,842,382,274,0,0,0,0.0,6,1,2,16,8,2,1,451950
60.0,6600,5,1982,2003,1,0.0,816,0,816,1,816,0,816,1,1,0,2,4,0,1985.0,2,816,0,0,0,0,0,0.0,6,1,1,12,1,1,1,138000
70.04,4435,6,2003,2003,1,170.0,685,163,848,1,848,0,848,1,1,0,1,4,0,2003.0,2,420,140,0,0,0,0,0.0,5,1,1,6,1,1,1,140000
88.0,7990,5,1975,1975,1,0.0,0,924,924,1,924,0,924,0,1,0,3,5,0,1981.0,1,280,0,0,0,0,0,0.0,4,1,2,6,1,1,1,110000
69.0,11302,8,2005,2006,1,238.0,1422,392,1814,1,1826,0,1826,1,2,0,3,7,1,2005.0,3,758,180,75,0,120,0,0.0,8,6,2,23,4,1,1,319000
60.0,3600,6,1910,1993,1,0.0,0,684,684,0,684,684,1368,0,1,0,3,7,0,1930.0,1,216,0,158,0,0,0,0.0,10,1,1,18,1,1,1,114504
53.0,3922,7,2006,2007,1,72.0,0,1258,1258,1,1402,0,1402,0,0,2,2,7,1,2006.0,3,648,120,16,0,0,0,0.0,2,6,1,1,4,1,1,194201
80.0,12984,5,1977,1977,1,459.0,1283,0,1430,1,1647,0,1647,1,2,0,3,7,1,1977.0,2,621,0,0,0,0,0,0.0,3,1,1,7,1,1,2,217500
24.0,1950,6,1980,1980,1,0.0,81,23,716,1,716,840,1556,1,2,1,3,6,1,1980.0,2,452,161,0,0,0,0,0.0,7,1,1,2,5,1,1,151000
74.0,10927,8,2005,2005,1,280.0,546,512,1058,1,1058,846,1904,1,2,1,3,8,1,2003.0,2,736,179,60,0,0,0,0.0,6,1,1,16,1,1,1,275000
50.0,9000,6,1937,1950,1,0.0,0,780,780,1,780,595,1375,0,1,1,3,6,1,1979.0,1,544,0,162,0,126,0,0.0,12,1,1,10,1,1,2,141000
80.0,10041,8,1992,1992,1,0.0,789,119,908,1,927,988,1915,1,2,1,3,8,1,1992.0,2,506,120,150,0,0,0,0.0,2,2,2,21,1,1,1,220000
30.0,3182,7,2004,2005,1,0.0,0,600,600,1,600,600,1200,0,2,1,2,4,0,2004.0,2,480,0,172,0,0,0,0.0,6,1,1,22,1,1,1,151000
88.0,12803,7,2002,2002,1,99.0,922,572,1494,1,1494,0,1494,1,2,0,3,6,1,2002.0,2,530,192,36,0,0,0,0.0,9,1,2,6,1,1,1,221000
85.0,13600,7,1965,1990,1,176.0,454,314,768,1,1186,800,1986,0,2,1,3,7,3,1965.0,2,486,0,42,0,189,0,0.0,10,1,1,13,1,1,1,205000
82.0,12464,5,1996,1996,1,0.0,732,308,1040,1,1040,0,1040,1,1,0,3,6,0,2000.0,2,576,168,0,0,0,0,0.0,11,1,3,6,1,2,4,152000
78.0,7800,5,1948,2002,1,0.0,603,293,896,1,1112,896,2008,1,3,0,3,8,0,1948.0,1,230,103,0,0,0,0,0.0,8,1,1,8,1,1,2,225000
78.0,12168,8,1934,1998,1,0.0,428,537,965,1,1940,1254,3194,0,2,1,4,10,2,1934.0,2,380,0,0,0,0,0,0.0,9,4,1,7,1,1,3,359100
61.0,7943,4,1961,1961,1,192.0,903,126,1029,1,1029,0,1029,1,1,0,3,5,0,1961.0,1,261,64,0,0,0,0,0.0,4,1,1,20,1,1,1,118500
