MSSubClass,MSZoning,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,BldgType,HouseStyle,BsmtFinType1,KitchenQual,Functional,SaleType,SaleCondition,SalePrice
60,6,0,2,1,1,1,1,6,1,4,6,2,1,1,1,195000
60,6,0,1,1,1,1,1,9,1,4,6,2,1,1,1,189000
190,6,0,1,4,1,1,2,12,2,1,3,3,1,1,1,168000
160,3,1,1,1,1,1,1,22,5,4,6,2,1,1,1,174000
50,8,2,1,1,1,1,1,18,1,2,6,2,1,1,1,125000
120,8,0,1,1,1,4,1,12,4,1,1,3,1,1,1,165000
60,6,0,1,1,1,2,1,20,1,4,2,3,1,1,1,158000
60,6,0,2,1,1,1,1,9,1,4,6,2,1,1,1,176000
60,6,0,2,1,1,1,1,9,1,4,6,2,1,4,6,219210
75,8,0,2,2,1,2,1,18,1,6,6,3,1,7,1,144000
20,6,0,1,1,1,1,1,6,1,1,6,2,1,1,1,178000
20,6,0,1,1,1,1,1,20,1,1,4,3,1,1,1,148000
20,6,0,1,1,1,1,1,13,1,1,6,3,1,10,2,116050
60,6,0,1,1,1,2,1,6,1,4,6,2,1,1,1,197900
50,8,0,1,1,1,2,1,4,1,2,6,3,1,1,1,117000
20,6,0,1,1,1,1,1,6,1,1,6,2,1,1,1,213000
20,6,0,1,1,1,1,1,17,1,1,2,3,1,1,1,153500
20,6,0,2,1,1,6,1,21,1,1,2,2,1,1,1,271900
20,5,0,1,1,1,1,1,21,1,1,4,3,1,1,1,107000
20,6,0,1,1,1,1,1,6,1,1,1,2,1,1,1,200000
20,6,0,1,1,1,1,1,13,1,1,4,3,1,1,1,140000
20,6,0,2,1,1,6,1,22,1,1,1,2,1,4,6,290000
60,6,0,1,1,1,1,1,21,1,4,6,2,1,1,1,189000
50,6,0,2,2,1,1,2,9,1,2,1,3,1,1,1,164000
30,6,0,1,1,1,1,1,8,1,1,4,3,1,1,1,113000
80,6,0,2,1,1,6,1,20,1,8,1,3,1,1,1,145000
85,6,0,2,1,1,1,1,13,1,7,3,3,1,1,1,134500
20,6,0,2,1,1,1,1,20,1,1,4,3,1,1,1,125000
90,8,0,1,1,1,1,1,20,3,2,7,3,1,1,1,112000
20,3,0,1,1,1,1,1,22,1,1,1,2,1,4,6,229456
50,8,0,1,1,1,1,1,4,1,2,7,3,1,1,1,80500
160,8,0,1,1,1,1,1,3,5,4,6,3,1,1,2,91500
20,6,0,2,1,1,1,1,13,1,1,4,3,1,1,2,115000
20,6,0,1,1,1,1,1,20,1,1,3,3,1,1,1,134000
50,6,0,1,1,1,1,1,13,1,2,4,3,1,1,1,143000
20,6,0,1,1,1,1,1,13,1,1,5,3,4,1,1,137900
60,6,0,2,1,1,1,1,9,1,4,1,2,1,1,1,184000
80,6,0,1,1,1,1,1,13,1,8,1,3,1,1,1,145000
60,6,0,2,1,1,6,1,22,1,4,6,2,1,1,1,214000
20,6,0,1,1,1,2,1,13,1,1,2,2,1,1,1,147000
120,6,0,1,1,1,2,1,16,4,1,1,1,1,4,6,367294
80,6,0,1,1,1,1,1,13,1,8,2,3,5,1,1,127000
90,6,0,2,1,1,1,1,20,3,2,1,3,1,1,1,190000
90,6,0,1,1,1,1,1,13,3,8,2,3,1,1,1,132500
90,6,0,1,1,1,4,1,13,3,1,7,3,1,1,1,101800
20,6,0,2,1,1,1,1,13,1,1,4,3,1,5,2,142000
70,5,0,1,2,1,1,1,19,1,4,6,3,1,1,2,130000
70,6,0,1,1,1,1,1,7,1,4,6,3,1,1,1,138887
160,6,0,1,1,1,1,1,16,5,4,6,2,1,1,1,175500
60,6,0,3,1,1,4,1,6,1,4,6,2,1,1,1,195000
20,6,0,1,1,1,1,1,21,1,1,6,3,1,1,2,142500
20,6,0,2,3,1,1,1,24,1,1,1,1,1,1,1,265900
60,6,0,1,1,1,1,1,6,1,4,1,2,1,1,1,224900
20,6,0,1,1,1,1,1,22,1,1,6,2,1,4,6,248328
85,6,0,1,1,1,1,1,17,1,7,1,2,1,1,5,170000
20,6,0,1,1,1,1,1,16,1,1,1,1,1,4,6,465000
70,6,0,2,3,1,2,2,7,1,4,6,2,1,1,1,230000
80,6,0,1,1,1,1,1,17,1,8,6,3,1,1,2,178000
60,3,0,1,1,1,1,1,22,1,4,6,2,1,4,6,186500
80,6,0,2,1,1,1,1,12,1,8,1,3,1,1,1,169900
75,8,2,1,1,1,1,1,18,1,6,4,3,1,1,1,129500
20,6,0,1,1,1,1,1,13,1,1,3,3,1,1,1,119000
20,6,0,1,1,1,2,1,13,1,1,2,1,1,1,1,244000
120,6,0,2,1,1,2,1,16,4,1,6,2,1,1,1,171750
20,6,0,1,1,1,1,1,12,1,1,3,3,1,1,1,130000
60,6,0,2,1,1,1,1,25,1,4,5,2,1,1,1,294000
60,6,0,1,1,1,1,1,8,1,4,6,2,1,1,1,165400
50,8,0,1,1,1,1,1,4,1,2,5,3,1,1,1,127500
20,6,0,2,1,1,2,1,14,1,1,1,2,1,1,1,301500
30,6,0,1,1,1,2,1,8,1,1,6,3,1,1,1,99900
80,6,0,2,1,1,1,1,9,1,8,1,2,1,1,1,190000
20,6,0,1,1,1,4,1,13,1,1,2,3,1,1,1,151000
60,6,0,4,1,1,6,1,9,1,4,6,3,1,1,1,181000
20,6,0,1,1,1,1,1,13,1,1,4,3,1,1,1,128900
50,6,0,1,1,1,1,1,5,1,2,6,3,3,1,1,161500
70,6,1,1,1,1,1,1,4,1,4,6,3,1,1,1,180500
120,5,0,1,1,1,1,1,13,4,1,1,2,1,5,2,181000
160,3,0,1,1,1,5,1,22,4,4,1,2,1,1,1,183900
190,8,0,2,2,1,1,1,18,2,6,6,3,1,1,1,122000
20,6,0,2,3,1,1,1,24,1,1,6,1,1,1,1,378500
50,6,0,2,1,1,1,2,7,1,2,4,2,1,1,1,381000
50,6,0,1,1,1,1,1,13,1,2,3,3,1,1,1,144000
40,6,0,1,4,1,1,3,5,1,1,1,2,1,1,1,260000
20,6,0,2,1,1,1,1,17,1,1,6,2,1,1,1,185750
20,6,0,2,1,1,6,1,20,1,1,3,3,1,1,1,137000
80,6,0,2,1,1,2,1,8,1,8,2,1,1,1,1,177000
50,6,0,1,1,1,2,1,7,1,2,6,3,1,1,1,139000
90,6,0,1,1,1,2,1,13,3,4,4,3,1,1,1,137000
60,6,0,2,1,1,6,1,17,1,4,3,3,1,1,1,162000
80,6,0,2,1,1,6,1,17,1,8,2,3,1,1,1,197900
60,6,0,1,1,1,1,1,6,1,4,1,2,1,1,1,237000
50,2,0,1,1,1,1,1,10,1,2,6,3,1,5,2,68400
20,6,0,2,1,1,1,1,6,1,1,1,2,1,1,1,227000
20,6,0,2,1,1,6,1,24,1,1,2,3,1,1,1,180000
20,6,0,2,1,1,1,1,6,1,1,5,2,1,1,1,150500
90,6,0,1,4,1,2,1,12,3,4,6,3,1,1,1,139000
50,6,0,1,1,1,1,1,19,1,2,6,2,3,1,1,169000
50,8,0,1,1,1,1,1,4,1,2,6,3,1,1,1,132500
20,6,0,1,1,1,1,1,17,1,1,2,3,1,1,1,143000
20,6,0,2,4,1,1,2,5,1,1,4,3,1,1,1,190000
120,6,0,2,1,1,1,1,23,4,1,1,1,1,1,1,278000
60,6,0,2,1,1,1,1,16,1,4,6,1,1,4,6,281000
80,6,0,2,1,1,2,1,13,1,8,1,3,1,1,1,180500
160,8,0,1,1,1,1,1,3,5,4,2,3,1,1,1,119500
70,8,0,1,1,1,2,1,18,1,4,6,3,3,1,1,107500
60,6,0,1,1,1,1,1,17,1,4,1,3,1,1,1,162900
20,6,0,1,1,1,1,1,8,1,1,4,3,1,1,1,115000
20,6,0,1,1,1,1,1,13,1,1,3,3,1,1,1,138500
20,6,0,1,1,1,1,1,13,1,1,2,3,1,1,1,155000
180,8,0,1,1,1,1,1,8,4,7,1,3,1,4,6,140000
60,6,0,4,2,1,2,1,8,1,4,1,1,1,4,6,160000
20,6,0,1,1,1,1,1,13,1,1,5,2,1,1,1,154000
60,6,0,2,1,1,6,1,9,1,4,1,2,1,1,1,225000
70,6,0,2,2,1,1,1,7,1,4,3,2,1,1,1,177500
60,6,0,1,1,1,1,1,14,1,4,1,2,1,1,1,290000
20,6,0,1,1,1,1,1,22,1,1,6,2,1,1,1,232000
160,8,0,1,1,1,1,1,8,4,4,6,2,5,1,1,130000
20,6,0,2,1,1,2,1,16,1,1,1,1,1,1,1,325000
120,6,0,2,1,1,1,1,16,4,1,6,2,1,4,6,202500
20,6,0,1,1,1,1,1,6,1,1,2,3,1,1,1,138000
20,8,0,1,1,1,1,1,18,1,1,1,2,1,1,1,147000
20,6,0,1,1,1,1,1,21,1,1,1,2,1,1,1,179200
20,6,0,1,1,1,1,1,7,1,1,1,1,1,1,1,335000
20,6,0,1,1,1,1,1,6,1,1,1,2,1,4,6,203000
60,6,0,2,1,1,1,1,14,1,4,1,2,1,1,1,302000
60,6,0,2,1,1,2,1,14,1,4,6,2,1,1,1,333168
20,6,0,1,1,1,1,1,8,1,1,4,3,1,1,1,119000
60,6,0,1,1,1,1,1,13,1,4,2,3,1,1,1,206900
20,6,0,2,1,1,1,1,6,1,1,6,1,1,1,1,295493
120,3,1,1,1,1,2,1,22,4,1,6,2,1,4,6,208900
20,6,0,3,1,1,6,1,6,1,1,6,2,1,1,1,275000
20,6,0,1,2,1,1,1,8,1,1,2,3,1,1,1,111000
20,6,0,1,1,1,1,1,13,1,1,2,3,1,1,1,156500
20,6,0,2,1,1,2,1,4,1,1,7,3,1,1,1,72500
60,6,0,2,1,1,1,1,14,1,4,1,2,1,1,1,190000
30,6,0,1,3,1,1,1,4,1,1,5,4,1,1,1,82500
20,6,0,1,1,1,1,1,22,1,1,6,2,1,4,6,147000
30,8,0,1,1,1,1,1,10,1,1,6,3,1,1,1,55000
30,5,0,1,2,1,1,2,8,1,1,4,2,1,1,1,79000
20,6,0,1,1,1,1,1,12,1,1,2,2,1,1,1,130500
50,8,2,1,1,1,2,1,18,1,2,5,3,4,1,1,256000
60,6,0,2,1,1,1,1,9,1,4,6,3,1,1,1,176500
20,6,0,1,1,1,1,1,22,1,1,6,2,1,1,1,227000
80,6,0,2,1,1,1,1,6,1,8,2,3,1,1,1,132500
20,6,0,1,1,1,1,2,8,1,1,2,3,1,1,1,100000
50,8,0,1,1,1,2,1,10,1,2,6,2,1,1,1,125500
160,8,0,1,1,1,1,1,3,4,4,5,3,2,1,1,125000
20,6,0,1,1,1,1,1,17,1,1,2,3,1,1,1,167900
90,6,0,2,1,1,1,1,17,3,1,6,3,1,1,1,135000
30,8,2,2,2,1,2,2,18,1,1,6,4,1,1,1,52500
60,6,0,2,1,1,2,1,6,1,4,1,2,1,1,1,200000
20,6,0,2,1,1,2,1,6,1,1,4,3,1,1,1,128500
20,6,0,1,1,1,1,1,13,1,1,6,3,1,1,1,123000
20,6,0,1,1,1,1,1,21,1,1,1,2,1,1,1,155000
60,6,0,1,1,1,1,1,6,1,4,6,2,1,1,1,228500
50,6,0,1,2,1,1,1,7,1,2,6,3,1,1,1,177000
60,6,0,2,1,1,2,1,6,1,4,6,2,1,4,6,155835
30,8,0,1,1,1,1,1,18,1,1,2,4,1,1,1,108500
20,6,0,3,1,1,6,1,17,1,1,3,3,1,1,1,262500
20,6,0,2,3,1,2,1,24,1,1,1,2,1,4,6,283463
20,6,0,4,4,1,1,1,21,1,1,1,2,1,1,1,215000
70,8,1,1,1,1,1,1,18,1,4,5,3,1,1,1,122000
90,6,0,1,1,1,1,1,13,3,4,5,3,1,1,1,200000
60,6,0,2,1,1,1,1,13,1,4,4,3,1,1,1,171000
50,8,0,1,1,1,1,1,4,1,2,6,3,1,1,1,134900
50,6,0,2,1,1,6,1,14,1,2,1,2,1,1,1,410000
60,6,0,2,1,1,1,1,6,1,4,1,2,1,1,1,235000
80,6,0,2,1,1,1,1,17,1,8,6,2,1,1,1,170000
20,6,0,1,1,1,2,1,13,1,1,4,3,1,1,1,110000
20,6,0,2,1,1,6,1,13,1,1,1,3,1,1,1,149900
160,3,0,1,1,1,1,1,22,5,4,1,2,1,1,1,177500
20,6,0,1,1,1,5,1,16,1,1,1,1,1,1,1,315000
70,6,0,1,1,1,1,1,19,1,4,6,3,1,1,1,189000
20,6,0,2,4,1,1,2,23,1,1,2,2,1,1,1,260000
50,6,0,2,1,1,4,1,13,1,2,6,3,1,1,1,104900
60,6,0,2,1,1,1,1,9,1,4,6,2,1,4,6,156932
160,3,1,1,1,1,1,1,22,4,4,6,2,1,1,2,144152
60,3,0,1,1,1,1,1,22,1,4,1,2,1,1,1,216000
60,6,0,2,1,1,1,1,6,1,4,1,2,1,1,2,193000
160,8,0,1,1,1,1,1,11,4,4,2,3,1,1,1,127000
120,8,0,1,1,1,1,1,6,4,1,1,2,1,1,1,144000
20,6,0,3,1,1,4,1,6,1,1,3,2,1,1,1,232000
50,6,0,1,1,1,2,1,18,1,2,2,3,1,1,1,105000
80,6,0,1,1,1,1,1,13,1,8,3,2,1,1,1,165500
60,6,0,1,1,1,2,1,6,1,4,1,2,1,1,1,274300
20,6,0,1,1,1,1,1,14,1,1,1,1,1,1,1,466500
60,3,0,1,1,1,1,1,22,1,4,6,2,1,1,1,250000
20,6,0,2,3,1,1,1,24,1,1,6,2,1,4,6,239000
30,6,0,1,2,1,1,1,19,1,1,4,3,1,1,1,91000
50,6,2,1,1,1,1,1,8,1,2,5,3,3,1,1,117000
160,8,0,1,1,1,1,1,3,5,4,3,3,1,1,1,83000
80,6,0,1,1,1,1,1,24,1,8,6,2,1,1,1,167500
30,6,2,1,1,1,1,1,8,1,1,4,3,1,1,1,58500
20,6,0,2,1,1,2,1,13,1,1,3,3,1,1,1,237500
70,8,0,1,1,1,2,1,18,1,4,6,2,1,1,1,157000
30,6,0,1,1,1,1,1,20,1,1,6,2,1,1,1,112000
50,6,0,1,1,1,1,1,8,1,2,4,3,1,1,1,105000
50,8,0,1,1,1,1,1,10,1,2,3,2,1,1,1,125500
60,6,0,2,1,1,1,1,17,1,4,3,2,1,1,1,250000
50,8,2,1,1,1,1,1,18,1,2,4,2,1,2,5,136000
20,6,0,2,3,1,6,1,9,1,1,1,1,1,1,1,377500
50,8,0,1,1,1,1,1,4,1,2,2,3,1,1,1,131000
20,6,0,1,1,1,1,1,6,1,1,1,2,1,1,1,235000
90,6,0,1,1,1,1,1,13,3,1,6,3,4,1,1,124000
85,6,0,1,1,1,1,1,13,1,7,2,3,1,1,1,123000
190,8,1,1,1,1,1,1,18,2,2,6,3,1,1,1,163000
120,6,0,1,1,1,1,1,1,4,1,1,2,1,4,6,246578
60,6,0,2,1,1,1,1,24,1,4,6,2,1,1,1,281213
20,6,0,2,2,1,1,3,24,1,1,3,3,2,1,1,160000
70,8,0,1,1,1,1,1,4,1,4,6,3,1,1,1,137500
50,6,0,1,1,1,1,1,13,1,2,4,3,2,1,1,138000
50,6,0,1,1,1,1,1,19,1,2,3,2,1,1,1,137450
50,8,0,1,1,1,2,1,4,1,2,6,3,1,1,1,120000
60,6,0,2,1,1,1,1,9,1,4,1,3,1,1,1,193000
20,6,0,1,1,1,1,1,6,1,1,6,2,1,4,6,193879
20,6,0,2,1,1,6,1,22,1,1,1,2,1,1,1,282922
50,6,2,1,1,1,2,1,18,1,2,6,3,1,1,5,105000
120,8,0,2,3,1,1,2,7,4,1,1,2,1,1,1,275000
85,6,0,1,1,1,2,1,6,1,7,1,3,1,1,1,133000
20,6,0,2,1,1,2,1,12,1,1,2,3,1,1,1,112000
70,8,0,1,1,1,1,1,18,1,4,6,3,1,1,1,125500
60,6,0,2,1,1,6,1,17,1,4,6,3,1,1,1,215000
60,6,0,1,1,1,1,1,6,1,4,1,2,1,1,1,230000
50,6,0,1,1,1,1,1,13,1,2,3,3,3,1,1,140000
90,6,0,1,1,1,1,1,13,3,1,7,3,1,1,1,90000
20,6,0,2,1,1,2,1,21,1,1,1,2,1,5,2,257000
50,6,1,1,2,1,1,1,4,1,2,6,2,1,1,1,207000
120,6,0,1,1,1,1,1,1,4,1,2,2,1,1,1,175900
190,8,0,1,1,1,1,1,18,2,4,6,3,1,1,1,122500
60,6,0,2,1,1,1,1,14,1,4,1,2,1,1,1,340000
20,6,0,1,1,1,1,1,13,1,1,3,3,1,5,1,124000
20,6,0,2,1,1,1,1,7,1,1,4,2,1,1,1,223000
60,6,0,1,1,1,2,1,17,1,4,2,3,1,1,1,179900
120,6,0,1,1,1,1,1,15,4,1,2,3,1,1,1,127500
120,8,0,1,1,1,1,1,6,4,1,1,2,1,1,1,136500
80,6,0,2,1,1,6,1,8,1,8,6,2,1,1,4,274970
20,6,0,1,1,1,1,1,13,1,1,2,3,2,1,1,144000
20,6,0,2,1,1,1,1,13,1,1,6,2,1,1,1,142000
60,6,0,2,1,1,1,1,14,1,4,1,2,1,1,1,271000
50,6,2,1,2,1,1,1,13,1,2,3,3,1,1,1,140000
30,8,0,1,1,1,2,1,18,1,1,3,2,1,1,2,119000
20,6,0,2,1,1,2,1,17,1,1,3,2,1,1,1,182900
60,6,0,4,1,1,1,1,9,1,4,6,3,1,1,1,192140
120,6,0,2,1,1,1,1,15,4,1,5,3,1,1,1,143750
30,6,2,1,1,1,1,1,18,1,1,6,3,1,1,1,64500
60,6,0,2,1,1,1,1,9,1,4,6,3,1,1,1,186500
20,6,0,1,4,1,1,2,12,1,1,2,3,1,1,1,160000
20,6,0,1,1,1,1,1,13,1,1,6,2,1,5,2,174000
20,6,0,1,1,1,4,1,13,1,1,2,3,1,1,1,120500
20,6,0,1,1,1,4,1,16,1,1,1,1,1,4,6,394617
20,8,0,1,1,1,1,1,18,1,1,1,3,1,1,1,149700
60,6,0,1,1,1,1,1,17,1,8,1,3,1,1,1,197000
70,6,0,2,2,1,1,2,7,1,5,6,3,2,1,1,191000
120,8,0,1,1,1,1,1,6,4,1,1,2,1,1,1,149300
60,3,0,1,1,1,1,1,22,1,4,1,1,1,1,1,310000
30,6,0,1,1,1,1,1,4,1,3,6,4,1,1,1,121000
20,6,0,1,1,1,4,1,6,1,1,6,2,1,1,1,179600
85,6,0,1,1,1,1,1,20,1,7,5,3,1,1,1,129000
20,6,0,2,1,1,6,1,12,1,1,4,3,1,1,1,157900
60,6,0,1,1,1,1,1,6,1,4,1,2,1,1,1,240000
50,6,0,1,1,1,1,1,8,1,4,6,3,3,1,1,112000
180,8,0,1,1,1,1,1,11,5,7,1,1,1,1,2,92000
90,6,0,1,1,1,4,1,13,3,4,6,3,1,1,1,136000
20,6,0,1,1,1,1,1,22,1,1,6,1,1,4,6,287090
180,8,0,1,1,1,1,1,8,4,8,1,3,1,1,1,145000
20,6,0,1,1,1,1,1,12,1,1,6,3,1,1,2,84500
20,3,1,1,1,1,1,1,22,1,1,1,2,1,1,1,185000
60,6,0,1,1,1,1,1,9,1,4,6,3,1,1,1,175000
20,6,0,1,1,1,1,1,17,1,1,2,3,2,1,1,210000
70,6,0,1,1,1,1,1,7,1,4,1,2,1,1,1,266500
20,6,0,1,1,1,1,1,13,1,1,1,2,1,1,1,142125
20,6,0,1,1,1,1,1,8,1,1,3,3,1,1,1,147500
